Case_ID,Work_Order_ID,Account_ID,Site_Name,Case_Type,Priority,Status,Engineer_Assigned,Open_Date,Close_Date,Resolution_Time_Hours,SLA_Status,Curtailed_kWh,Revenue_Leakage_EUR,Resolution_Code,County
CASE-00283,WO-00283,ACC-019,Kildare Solar Park,Turbine Fault,Medium,Closed,Ciarán Murphy,2025-04-09 00:00:00,2025-04-10 09:58:44,33.98,Breached,0.0,0.0,Panel Cleaned,Fingal
CASE-00284,WO-00284,ACC-016,Meath Wind Farm,Grid Curtailment Complaint,Low,Open,Declan Ryan,2025-02-12 00:00:00,,,Breached,0.0,0.0,,South
CASE-00285,WO-00285,ACC-017,Fingal Wind Farm,Maintenance Request,High,Closed,Aoife Kelly,2025-03-01 00:00:00,2025-03-01 02:56:56,2.95,Within SLA,0.0,0.0,Inverter Repaired,Meath
CASE-00286,WO-00286,ACC-017,Kildare Solar Park,Safety Inspection,Medium,Open,Declan Ryan,2024-04-07 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00287,WO-00287,ACC-006,South Dublin Wind Site,Maintenance Request,Low,Open,Aoife Kelly,2024-11-16 00:00:00,,,Breached,90.53,7.7,,Wicklow
CASE-00288,WO-00288,ACC-002,Meath Wind Farm,Turbine Fault,Low,In Progress,Aoife Kelly,2025-03-13 00:00:00,,,Breached,385.23,32.74,,South
CASE-00289,WO-00289,ACC-017,Meath Wind Farm,Turbine Fault,Medium,Open,Aoife Kelly,2024-11-16 00:00:00,,,Breached,552.4,46.95,,Wicklow
CASE-00290,WO-00290,ACC-003,Fingal Wind Farm,Meter Reading Issue,Low,Closed,Aoife Kelly,2024-09-18 00:00:00,2024-09-22 17:46:17,113.77,Breached,0.0,0.0,Panel Cleaned,Kildare
CASE-00291,WO-00291,ACC-006,Meath Wind Farm,Maintenance Request,Medium,Closed,Seán O'Brien,2025-01-18 00:00:00,2025-01-19 04:35:27,28.59,Breached,0.0,0.0,Inverter Repaired,Meath
CASE-00292,WO-00292,ACC-003,Kildare Solar Park,Safety Inspection,High,Closed,Niamh Walsh,2024-06-05 00:00:00,2024-06-05 12:47:04,12.78,Breached,0.0,0.0,Sensor Replaced,South
CASE-00293,WO-00293,ACC-020,Fingal Wind Farm,Inverter Failure,High,In Progress,Aoife Kelly,2025-04-30 00:00:00,,,Breached,113.67,9.66,,Kildare
CASE-00294,WO-00294,ACC-003,Wicklow Solar Park,Panel Soiling,High,In Progress,Declan Ryan,2024-03-09 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00295,WO-00295,ACC-008,South Dublin Wind Site,Sensor Dropout,Medium,In Progress,Ciarán Murphy,2024-04-03 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00296,WO-00296,ACC-013,Kildare Solar Park,Grid Curtailment Complaint,Low,Open,Sinéad Byrne,2024-03-28 00:00:00,,,Breached,585.03,49.73,,Wicklow
CASE-00297,WO-00297,ACC-004,Wicklow Solar Park,Meter Reading Issue,Low,Closed,Seán O'Brien,2024-04-05 00:00:00,2024-04-11 21:09:30,165.16,Breached,786.86,66.88,Grid Reconnected,Meath
CASE-00298,WO-00298,ACC-019,Meath Wind Farm,Turbine Fault,Critical,Closed,Aoife Kelly,2025-03-18 00:00:00,2025-03-18 06:03:14,6.05,Breached,0.0,0.0,Grid Reconnected,Fingal
CASE-00299,WO-00299,ACC-008,Kildare Solar Park,Meter Reading Issue,Medium,Open,Seán O'Brien,2024-04-08 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00300,WO-00300,ACC-019,South Dublin Wind Site,Panel Soiling,High,In Progress,Niamh Walsh,2025-01-16 00:00:00,,,Breached,786.93,66.89,,South
CASE-00301,WO-00301,ACC-020,South Dublin Wind Site,Inverter Failure,High,In Progress,Declan Ryan,2024-05-13 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00302,WO-00302,ACC-002,Meath Wind Farm,Maintenance Request,Medium,In Progress,Declan Ryan,2024-03-02 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00303,WO-00303,ACC-020,Fingal Wind Farm,Sensor Dropout,Medium,Closed,Declan Ryan,2024-12-03 00:00:00,2024-12-04 11:53:42,35.9,Breached,623.1,52.96,,Wicklow
CASE-00304,WO-00304,ACC-003,Meath Wind Farm,Sensor Dropout,Low,Closed,Declan Ryan,2024-05-05 00:00:00,2024-05-12 11:47:54,179.8,Breached,0.0,0.0,Firmware Updated,Fingal
CASE-00305,WO-00305,ACC-014,South Dublin Wind Site,Maintenance Request,High,Open,Ciarán Murphy,2025-02-24 00:00:00,,,Breached,371.95,31.62,,Meath
CASE-00306,WO-00306,ACC-019,Meath Wind Farm,Inverter Failure,Low,Open,Seán O'Brien,2024-12-28 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00307,WO-00307,ACC-019,Wicklow Solar Park,Maintenance Request,Medium,Open,Sinéad Byrne,2025-03-09 00:00:00,,,Breached,62.59,5.32,,Kildare
CASE-00308,WO-00308,ACC-017,Wicklow Solar Park,Panel Soiling,Medium,In Progress,Declan Ryan,2024-02-22 00:00:00,,,Breached,711.93,60.51,,Kildare
CASE-00309,WO-00309,ACC-011,South Dublin Wind Site,Grid Curtailment Complaint,Medium,Open,Sinéad Byrne,2024-10-21 00:00:00,,,Breached,0.0,0.0,,South
CASE-00310,WO-00310,ACC-009,Fingal Wind Farm,Turbine Fault,Low,Closed,Niamh Walsh,2024-11-15 00:00:00,2024-11-19 00:22:52,96.38,Breached,0.0,0.0,Sensor Replaced,Kildare
CASE-00311,WO-00311,ACC-007,Meath Wind Farm,Panel Soiling,High,In Progress,Ciarán Murphy,2024-12-26 00:00:00,,,Breached,70.76,6.01,,Meath
CASE-00312,WO-00312,ACC-011,Kildare Solar Park,Maintenance Request,Low,In Progress,Declan Ryan,2024-04-16 00:00:00,,,Breached,377.96,32.13,,Kildare
CASE-00313,WO-00313,ACC-008,Meath Wind Farm,Panel Soiling,Critical,Escalated,Aoife Kelly,2025-06-03 00:00:00,,,Breached,593.35,50.43,,Wicklow
CASE-00314,WO-00314,ACC-009,South Dublin Wind Site,Meter Reading Issue,Low,Closed,Seán O'Brien,2024-08-05 00:00:00,2024-08-11 00:23:28,144.39,Breached,0.0,0.0,Meter Recalibrated,Wicklow
CASE-00315,WO-00315,ACC-013,Meath Wind Farm,Inverter Failure,Low,Open,Seán O'Brien,2024-06-07 00:00:00,,,Breached,768.33,65.31,,Wicklow
CASE-00316,WO-00316,ACC-005,Fingal Wind Farm,Maintenance Request,High,Escalated,Seán O'Brien,2025-05-08 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00317,WO-00317,ACC-010,Fingal Wind Farm,Sensor Dropout,Low,Open,Niamh Walsh,2024-08-17 00:00:00,,,Breached,62.47,5.31,,Kildare
CASE-00318,WO-00318,ACC-015,Wicklow Solar Park,Inverter Failure,Medium,Closed,Ciarán Murphy,2024-04-20 00:00:00,2024-04-21 02:30:54,26.52,Breached,0.0,0.0,Meter Recalibrated,South
CASE-00319,WO-00319,ACC-011,Meath Wind Farm,Maintenance Request,High,In Progress,Ciarán Murphy,2024-12-24 00:00:00,,,Breached,506.95,43.09,,Wicklow
CASE-00320,WO-00320,ACC-003,Kildare Solar Park,Sensor Dropout,Medium,In Progress,Seán O'Brien,2025-01-11 00:00:00,,,Breached,638.48,54.27,,Wicklow
CASE-00321,WO-00321,ACC-001,South Dublin Wind Site,Sensor Dropout,High,In Progress,Ciarán Murphy,2024-04-27 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00322,WO-00322,ACC-015,Kildare Solar Park,Sensor Dropout,Low,Escalated,Aoife Kelly,2024-10-12 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00323,WO-00323,ACC-020,Fingal Wind Farm,Maintenance Request,Medium,In Progress,Ciarán Murphy,2024-08-19 00:00:00,,,Breached,250.0,21.25,,Meath
CASE-00324,WO-00324,ACC-019,Meath Wind Farm,Maintenance Request,Low,In Progress,Niamh Walsh,2025-03-15 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00325,WO-00325,ACC-004,Meath Wind Farm,Panel Soiling,Medium,Open,Declan Ryan,2024-01-27 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00326,WO-00326,ACC-003,Wicklow Solar Park,Turbine Fault,Medium,Closed,Seán O'Brien,2024-09-30 00:00:00,2024-09-30 18:59:26,18.99,Within SLA,0.0,0.0,Meter Recalibrated,Kildare
CASE-00327,WO-00327,ACC-018,Fingal Wind Farm,Inverter Failure,Medium,Closed,Sinéad Byrne,2024-01-30 00:00:00,2024-01-31 23:58:09,47.97,Breached,42.22,3.59,Firmware Updated,South
CASE-00328,WO-00328,ACC-007,Meath Wind Farm,Turbine Fault,High,Open,Sinéad Byrne,2024-07-03 00:00:00,,,Breached,274.84,23.36,,Fingal
CASE-00329,WO-00329,ACC-017,Fingal Wind Farm,Maintenance Request,Medium,In Progress,Sinéad Byrne,2024-10-06 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00330,WO-00330,ACC-009,Kildare Solar Park,Safety Inspection,Medium,Escalated,Seán O'Brien,2024-11-12 00:00:00,,,Breached,622.82,52.94,,Kildare
CASE-00331,WO-00331,ACC-005,Wicklow Solar Park,Turbine Fault,Critical,Closed,Seán O'Brien,2024-12-13 00:00:00,2024-12-13 07:39:08,7.65,Breached,0.0,0.0,,South
CASE-00332,WO-00332,ACC-012,South Dublin Wind Site,Panel Soiling,Low,Closed,Niamh Walsh,2024-12-25 00:00:00,2024-12-27 19:41:39,67.69,Within SLA,0.0,0.0,Inverter Repaired,Kildare
CASE-00333,WO-00333,ACC-003,South Dublin Wind Site,Safety Inspection,Medium,Closed,Niamh Walsh,2024-01-07 00:00:00,2024-01-08 07:44:10,31.74,Breached,375.1,31.88,Panel Cleaned,Meath
CASE-00334,WO-00334,ACC-008,Kildare Solar Park,Inverter Failure,Low,Closed,Seán O'Brien,2024-07-04 00:00:00,2024-07-08 06:26:57,102.45,Breached,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00335,WO-00335,ACC-012,Fingal Wind Farm,Turbine Fault,Low,Closed,Ciarán Murphy,2024-05-26 00:00:00,2024-05-29 12:27:02,84.45,Breached,410.13,34.86,Inverter Repaired,Fingal
CASE-00336,WO-00336,ACC-010,South Dublin Wind Site,Maintenance Request,Medium,In Progress,Sinéad Byrne,2025-02-14 00:00:00,,,Breached,375.39,31.91,,South
CASE-00337,WO-00337,ACC-006,Kildare Solar Park,Meter Reading Issue,Medium,Escalated,Seán O'Brien,2024-03-12 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00338,WO-00338,ACC-015,Kildare Solar Park,Meter Reading Issue,Medium,Closed,Niamh Walsh,2024-05-25 00:00:00,2024-05-26 09:42:51,33.71,Breached,0.0,0.0,Meter Recalibrated,Wicklow
CASE-00339,WO-00339,ACC-018,Kildare Solar Park,Safety Inspection,High,Escalated,Aoife Kelly,2024-02-01 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00340,WO-00340,ACC-010,Kildare Solar Park,Turbine Fault,High,Closed,Seán O'Brien,2024-04-03 00:00:00,2024-04-03 14:03:47,14.06,Breached,0.0,0.0,Sensor Replaced,Kildare
CASE-00341,WO-00341,ACC-020,South Dublin Wind Site,Meter Reading Issue,High,Escalated,Aoife Kelly,2025-06-27 00:00:00,,,Breached,0.0,0.0,,South
CASE-00342,WO-00342,ACC-017,South Dublin Wind Site,Meter Reading Issue,Low,Open,Sinéad Byrne,2024-08-08 00:00:00,,,Breached,0.0,0.0,,South
CASE-00343,WO-00343,ACC-001,Fingal Wind Farm,Meter Reading Issue,Medium,Closed,Declan Ryan,2025-01-20 00:00:00,2025-01-22 03:58:24,51.97,Breached,587.05,49.9,Sensor Replaced,Fingal
CASE-00344,WO-00344,ACC-018,Wicklow Solar Park,Grid Curtailment Complaint,Medium,Closed,Niamh Walsh,2025-03-05 00:00:00,2025-03-07 01:47:07,49.79,Breached,336.81,28.63,Meter Recalibrated,Fingal
CASE-00345,WO-00345,ACC-010,Meath Wind Farm,Panel Soiling,High,Escalated,Seán O'Brien,2025-04-09 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00346,WO-00346,ACC-004,South Dublin Wind Site,Sensor Dropout,High,Closed,Declan Ryan,2024-12-15 00:00:00,2024-12-15 13:12:25,13.21,Breached,0.0,0.0,Grid Reconnected,Meath
CASE-00347,WO-00347,ACC-005,South Dublin Wind Site,Meter Reading Issue,Medium,Closed,Declan Ryan,2024-06-10 00:00:00,2024-06-10 15:57:23,15.96,Within SLA,0.0,0.0,Inverter Repaired,Wicklow
CASE-00348,WO-00348,ACC-009,Kildare Solar Park,Grid Curtailment Complaint,Low,Closed,Niamh Walsh,2025-01-13 00:00:00,2025-01-17 07:02:21,103.04,Breached,768.47,65.32,Panel Cleaned,Fingal
CASE-00349,WO-00349,ACC-004,South Dublin Wind Site,Panel Soiling,Medium,Closed,Sinéad Byrne,2024-11-15 00:00:00,2024-11-16 06:45:37,30.76,Breached,0.0,0.0,Inverter Repaired,South
CASE-00350,WO-00350,ACC-004,South Dublin Wind Site,Meter Reading Issue,Medium,Open,Declan Ryan,2024-11-28 00:00:00,,,Breached,638.58,54.28,,South
CASE-00351,WO-00351,ACC-018,Meath Wind Farm,Safety Inspection,Medium,Closed,Aoife Kelly,2024-03-27 00:00:00,2024-03-27 16:39:31,16.66,Within SLA,231.37,19.67,Sensor Replaced,Meath
CASE-00352,WO-00352,ACC-005,South Dublin Wind Site,Turbine Fault,High,Open,Ciarán Murphy,2024-02-23 00:00:00,,,Breached,28.26,2.4,,Wicklow
CASE-00353,WO-00353,ACC-009,Fingal Wind Farm,Panel Soiling,Low,Closed,Declan Ryan,2024-06-08 00:00:00,2024-06-15 03:52:33,171.88,Breached,738.29,62.75,,Meath
CASE-00354,WO-00354,ACC-010,Meath Wind Farm,Grid Curtailment Complaint,Low,Closed,Niamh Walsh,2024-06-10 00:00:00,2024-06-15 06:03:03,126.05,Breached,0.0,0.0,Firmware Updated,Fingal
CASE-00355,WO-00355,ACC-020,Fingal Wind Farm,Safety Inspection,Medium,Closed,Declan Ryan,2024-02-20 00:00:00,2024-02-22 10:17:47,58.3,Breached,599.54,50.96,Scheduled Maintenance Done,Wicklow
CASE-00356,WO-00356,ACC-007,Kildare Solar Park,Meter Reading Issue,Medium,Open,Declan Ryan,2024-03-24 00:00:00,,,Breached,0.0,0.0,,South
CASE-00357,WO-00357,ACC-011,Meath Wind Farm,Sensor Dropout,High,In Progress,Niamh Walsh,2024-10-05 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00358,WO-00358,ACC-007,South Dublin Wind Site,Inverter Failure,Low,Closed,Aoife Kelly,2025-03-29 00:00:00,2025-04-03 18:10:10,138.17,Breached,581.58,49.43,Inverter Repaired,Fingal
CASE-00359,WO-00359,ACC-009,South Dublin Wind Site,Grid Curtailment Complaint,High,In Progress,Seán O'Brien,2025-03-10 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00360,WO-00360,ACC-017,Fingal Wind Farm,Maintenance Request,Medium,Closed,Declan Ryan,2025-05-12 00:00:00,2025-05-13 08:43:44,32.73,Breached,0.0,0.0,,Meath
CASE-00361,WO-00361,ACC-016,South Dublin Wind Site,Meter Reading Issue,Medium,Closed,Aoife Kelly,2025-03-28 00:00:00,2025-03-29 02:08:39,26.14,Breached,0.0,0.0,Grid Reconnected,Fingal
CASE-00362,WO-00362,ACC-009,Wicklow Solar Park,Meter Reading Issue,Low,Closed,Niamh Walsh,2025-02-28 00:00:00,2025-03-02 08:15:39,56.26,Within SLA,0.0,0.0,Pending Investigation,South
CASE-00363,WO-00363,ACC-002,Fingal Wind Farm,Safety Inspection,Medium,In Progress,Sinéad Byrne,2024-10-06 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00364,WO-00364,ACC-003,Meath Wind Farm,Maintenance Request,Medium,Closed,Sinéad Byrne,2024-08-08 00:00:00,2024-08-09 08:56:51,32.95,Breached,450.97,38.33,Grid Reconnected,Kildare
CASE-00365,WO-00365,ACC-014,South Dublin Wind Site,Sensor Dropout,Critical,Closed,Ciarán Murphy,2025-06-08 00:00:00,2025-06-08 01:45:11,1.75,Within SLA,49.13,4.18,Meter Recalibrated,Kildare
CASE-00366,WO-00366,ACC-009,Meath Wind Farm,Inverter Failure,Critical,Open,Declan Ryan,2024-04-26 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00367,WO-00367,ACC-002,Meath Wind Farm,Panel Soiling,Low,In Progress,Niamh Walsh,2024-12-19 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00368,WO-00368,ACC-001,Wicklow Solar Park,Turbine Fault,Low,In Progress,Sinéad Byrne,2025-03-16 00:00:00,,,Breached,378.53,32.18,,South
CASE-00369,WO-00369,ACC-011,Wicklow Solar Park,Panel Soiling,Medium,In Progress,Seán O'Brien,2024-04-23 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00370,WO-00370,ACC-005,Fingal Wind Farm,Meter Reading Issue,Low,In Progress,Niamh Walsh,2024-10-17 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00371,WO-00371,ACC-009,Fingal Wind Farm,Meter Reading Issue,Medium,Escalated,Sinéad Byrne,2025-05-13 00:00:00,,,Breached,0.0,0.0,,South
CASE-00372,WO-00372,ACC-006,Kildare Solar Park,Inverter Failure,Low,Closed,Niamh Walsh,2025-06-23 00:00:00,2025-06-26 08:07:06,80.12,Breached,0.0,0.0,Inverter Repaired,Kildare
CASE-00373,WO-00373,ACC-015,Meath Wind Farm,Safety Inspection,High,Closed,Aoife Kelly,2024-11-11 00:00:00,2024-11-11 03:09:12,3.15,Within SLA,0.0,0.0,Grid Reconnected,Meath
CASE-00374,WO-00374,ACC-018,Fingal Wind Farm,Panel Soiling,Medium,Closed,Seán O'Brien,2024-02-16 00:00:00,2024-02-16 18:07:03,18.12,Within SLA,0.0,0.0,Scheduled Maintenance Done,Kildare
CASE-00375,WO-00375,ACC-014,South Dublin Wind Site,Turbine Fault,Critical,Escalated,Declan Ryan,2024-08-13 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00376,WO-00376,ACC-018,South Dublin Wind Site,Grid Curtailment Complaint,Medium,In Progress,Aoife Kelly,2025-02-08 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00377,WO-00377,ACC-001,Kildare Solar Park,Grid Curtailment Complaint,Medium,In Progress,Aoife Kelly,2024-02-26 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00378,WO-00378,ACC-004,Meath Wind Farm,Maintenance Request,Medium,Open,Sinéad Byrne,2024-01-08 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00379,WO-00379,ACC-003,Meath Wind Farm,Inverter Failure,Medium,Closed,Niamh Walsh,2024-07-28 00:00:00,2024-07-30 07:07:40,55.13,Breached,135.26,11.5,Panel Cleaned,Fingal
CASE-00380,WO-00380,ACC-005,Fingal Wind Farm,Turbine Fault,Medium,Closed,Seán O'Brien,2024-11-04 00:00:00,2024-11-05 02:16:26,26.27,Breached,41.3,3.51,Pending Investigation,Fingal
CASE-00381,WO-00381,ACC-018,Fingal Wind Farm,Maintenance Request,Medium,Closed,Aoife Kelly,2024-08-04 00:00:00,2024-08-05 07:59:55,32.0,Breached,792.29,67.34,Grid Reconnected,Wicklow
CASE-00382,WO-00382,ACC-002,Kildare Solar Park,Grid Curtailment Complaint,Medium,Closed,Seán O'Brien,2024-05-20 00:00:00,2024-05-21 07:12:18,31.21,Breached,0.0,0.0,Scheduled Maintenance Done,South
CASE-00383,WO-00383,ACC-012,South Dublin Wind Site,Inverter Failure,Critical,Closed,Sinéad Byrne,2024-09-18 00:00:00,2024-09-18 01:36:31,1.61,Within SLA,0.0,0.0,Meter Recalibrated,Kildare
CASE-00384,WO-00384,ACC-019,South Dublin Wind Site,Maintenance Request,Medium,Open,Declan Ryan,2024-10-23 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00385,WO-00385,ACC-018,Meath Wind Farm,Meter Reading Issue,Critical,In Progress,Ciarán Murphy,2024-12-01 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00386,WO-00386,ACC-005,Wicklow Solar Park,Safety Inspection,Medium,Escalated,Niamh Walsh,2024-05-02 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00387,WO-00387,ACC-014,South Dublin Wind Site,Turbine Fault,High,In Progress,Declan Ryan,2024-01-08 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00388,WO-00388,ACC-005,Meath Wind Farm,Turbine Fault,Low,In Progress,Seán O'Brien,2025-05-24 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00389,WO-00389,ACC-002,Meath Wind Farm,Panel Soiling,Critical,In Progress,Ciarán Murphy,2025-03-16 00:00:00,,,Breached,0.0,0.0,,South
CASE-00390,WO-00390,ACC-010,Wicklow Solar Park,Meter Reading Issue,Low,Escalated,Declan Ryan,2024-06-28 00:00:00,,,Breached,647.12,55.01,,Meath
CASE-00391,WO-00391,ACC-012,Kildare Solar Park,Panel Soiling,Medium,Closed,Sinéad Byrne,2024-05-12 00:00:00,2024-05-14 10:58:30,58.98,Breached,499.45,42.45,Panel Cleaned,South
CASE-00392,WO-00392,ACC-002,Fingal Wind Farm,Turbine Fault,Low,Open,Seán O'Brien,2025-01-24 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00393,WO-00393,ACC-012,Kildare Solar Park,Meter Reading Issue,Low,In Progress,Aoife Kelly,2025-06-29 00:00:00,,,Within SLA,0.0,0.0,,Wicklow
CASE-00394,WO-00394,ACC-007,South Dublin Wind Site,Turbine Fault,High,Open,Sinéad Byrne,2024-08-23 00:00:00,,,Breached,0.0,0.0,,South
CASE-00395,WO-00395,ACC-008,Fingal Wind Farm,Panel Soiling,Critical,Closed,Declan Ryan,2025-05-27 00:00:00,2025-05-27 04:03:06,4.05,Breached,229.45,19.5,Pending Investigation,Wicklow
CASE-00396,WO-00396,ACC-004,Wicklow Solar Park,Meter Reading Issue,High,Closed,Ciarán Murphy,2024-12-28 00:00:00,2024-12-28 14:47:08,14.79,Breached,0.0,0.0,Firmware Updated,Wicklow
CASE-00397,WO-00397,ACC-012,Meath Wind Farm,Sensor Dropout,High,Open,Ciarán Murphy,2024-03-14 00:00:00,,,Breached,66.01,5.61,,Meath
CASE-00398,WO-00398,ACC-018,Meath Wind Farm,Safety Inspection,Medium,Closed,Declan Ryan,2025-02-10 00:00:00,2025-02-11 10:43:42,34.73,Breached,0.0,0.0,Pending Investigation,Meath
CASE-00399,WO-00399,ACC-014,South Dublin Wind Site,Maintenance Request,Low,In Progress,Niamh Walsh,2024-02-13 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00400,WO-00400,ACC-020,Wicklow Solar Park,Safety Inspection,High,In Progress,Niamh Walsh,2025-03-22 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00401,WO-00401,ACC-005,Meath Wind Farm,Grid Curtailment Complaint,Medium,Closed,Declan Ryan,2024-01-20 00:00:00,2024-01-22 03:00:19,51.01,Breached,404.48,34.38,Panel Cleaned,Fingal
CASE-00402,WO-00402,ACC-008,Wicklow Solar Park,Safety Inspection,Medium,Closed,Aoife Kelly,2025-04-15 00:00:00,2025-04-17 03:16:52,51.28,Breached,681.16,57.9,Pending Investigation,Fingal
CASE-00403,WO-00403,ACC-006,Fingal Wind Farm,Meter Reading Issue,Medium,Closed,Seán O'Brien,2024-03-20 00:00:00,2024-03-20 21:06:11,21.1,Within SLA,0.0,0.0,Panel Cleaned,Fingal
CASE-00404,WO-00404,ACC-006,Meath Wind Farm,Grid Curtailment Complaint,Medium,Open,Declan Ryan,2024-11-16 00:00:00,,,Breached,222.28,18.89,,Meath
CASE-00405,WO-00405,ACC-014,Meath Wind Farm,Grid Curtailment Complaint,Low,Closed,Aoife Kelly,2025-03-15 00:00:00,2025-03-19 11:49:30,107.83,Breached,106.03,9.01,Panel Cleaned,Meath
CASE-00406,WO-00406,ACC-001,South Dublin Wind Site,Panel Soiling,High,In Progress,Aoife Kelly,2025-02-18 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00407,WO-00407,ACC-006,Fingal Wind Farm,Panel Soiling,Medium,In Progress,Sinéad Byrne,2025-03-03 00:00:00,,,Breached,224.78,19.11,,South
CASE-00408,WO-00408,ACC-011,Fingal Wind Farm,Maintenance Request,Low,Escalated,Seán O'Brien,2024-10-23 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00409,WO-00409,ACC-014,Kildare Solar Park,Meter Reading Issue,Medium,Closed,Declan Ryan,2024-04-27 00:00:00,2024-04-27 16:22:45,16.38,Within SLA,686.29,58.33,Grid Reconnected,South
CASE-00410,WO-00410,ACC-008,South Dublin Wind Site,Meter Reading Issue,Low,Open,Aoife Kelly,2025-02-18 00:00:00,,,Breached,11.36,0.97,,Kildare
CASE-00411,WO-00411,ACC-009,Fingal Wind Farm,Meter Reading Issue,Low,Closed,Ciarán Murphy,2024-01-22 00:00:00,2024-01-27 05:08:31,125.14,Breached,0.0,0.0,Pending Investigation,Fingal
CASE-00412,WO-00412,ACC-006,Fingal Wind Farm,Grid Curtailment Complaint,Critical,Open,Aoife Kelly,2024-11-28 00:00:00,,,Breached,89.24,7.59,,Fingal
CASE-00413,WO-00413,ACC-004,Kildare Solar Park,Inverter Failure,Medium,Closed,Declan Ryan,2024-06-24 00:00:00,2024-06-25 02:29:15,26.49,Breached,0.0,0.0,Panel Cleaned,Kildare
CASE-00414,WO-00414,ACC-013,Meath Wind Farm,Panel Soiling,Medium,In Progress,Aoife Kelly,2025-04-16 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00415,WO-00415,ACC-002,South Dublin Wind Site,Grid Curtailment Complaint,Critical,Closed,Sinéad Byrne,2025-01-05 00:00:00,2025-01-05 06:56:57,6.95,Breached,0.0,0.0,Inverter Repaired,Kildare
CASE-00416,WO-00416,ACC-016,Kildare Solar Park,Maintenance Request,Critical,In Progress,Seán O'Brien,2024-03-31 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00417,WO-00417,ACC-008,Kildare Solar Park,Panel Soiling,High,In Progress,Niamh Walsh,2025-03-23 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00418,WO-00418,ACC-007,Meath Wind Farm,Turbine Fault,Medium,Closed,Niamh Walsh,2024-04-18 00:00:00,2024-04-20 03:18:45,51.31,Breached,139.69,11.87,Sensor Replaced,Kildare
CASE-00419,WO-00419,ACC-015,South Dublin Wind Site,Meter Reading Issue,Medium,Open,Sinéad Byrne,2024-09-06 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00420,WO-00420,ACC-012,Meath Wind Farm,Maintenance Request,Low,In Progress,Ciarán Murphy,2025-03-22 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00421,WO-00421,ACC-010,Wicklow Solar Park,Turbine Fault,Medium,Closed,Aoife Kelly,2025-02-14 00:00:00,2025-02-15 10:28:47,34.48,Breached,473.42,40.24,Inverter Repaired,Kildare
CASE-00422,WO-00422,ACC-008,Fingal Wind Farm,Turbine Fault,Low,Closed,Seán O'Brien,2025-06-20 00:00:00,2025-06-23 09:12:37,81.21,Breached,0.0,0.0,Panel Cleaned,Fingal
CASE-00423,WO-00423,ACC-008,Fingal Wind Farm,Safety Inspection,Critical,Closed,Aoife Kelly,2024-03-21 00:00:00,2024-03-21 09:11:01,9.18,Breached,120.91,10.28,Panel Cleaned,Kildare
CASE-00424,WO-00424,ACC-001,Wicklow Solar Park,Sensor Dropout,Medium,Closed,Seán O'Brien,2025-02-09 00:00:00,2025-02-10 10:27:51,34.46,Breached,0.0,0.0,Scheduled Maintenance Done,Meath
